o_free_time,o_num_assignments,a_rest,a_grading,a_pd,r,op_free_time,op_num_assignments,ap_rest,ap_grading,ap_pd,day
5,1944,0.0,1.0,0.0,-36.22230228760506,5,1944,0.2,0.4,0.4,283
5,1944,0.2,0.4,0.4,-36.558004111840845,4,1946,0.1,0.8,0.1,284
4,1946,0.1,0.8,0.1,-36.37443036804394,3,1949,0.5,0.3,0.2,285
3,1949,0.5,0.3,0.2,-36.62952481327363,6,1949,0.2,0.2,0.6,286
6,1949,0.2,0.2,0.6,-36.98234133504089,4,1960,0.0,0.8,0.2,287
4,1960,0.0,0.8,0.2,-36.858770404048244,4,1969,0.2,0.2,0.6,288
4,1969,0.2,0.2,0.6,-38.16986341918401,0,1969,0.7,0.1,0.2,289
0,1969,0.7,0.1,0.2,-37.386116343092006,5,1977,0.2,0.4,0.4,290
5,1977,0.2,0.4,0.4,-37.64840477387817,7,1992,0.2,0.2,0.6,291
7,1992,0.2,0.2,0.6,-37.805305855730545,5,1994,0.3,0.6,0.1,292
5,1994,0.3,0.6,0.1,-37.74735271151044,1,1999,0.1,0.8,0.1,293
1,1999,0.1,0.8,0.1,-37.62175717308859,2,1999,0.5,0.2,0.3,294
2,1999,0.5,0.2,0.3,-38.1495661465639,3,2014,0.6,0.3,0.1,295
3,2014,0.6,0.3,0.1,-38.301185891728394,1,2022,0.4,0.4,0.2,296
1,2022,0.4,0.4,0.2,-38.425906991552395,7,2028,0.1,0.2,0.7,297
7,2028,0.1,0.2,0.7,-39.79810925284989,0,2040,0.7,0.0,0.3,298
0,2040,0.7,0.0,0.3,-39.09250942246473,1,2052,0.1,0.7,0.2,299
1,2052,0.1,0.7,0.2,-39.14071536858626,2,2061,0.0,0.2,0.8,300
2,2061,0.0,0.2,0.8,-39.56181971008028,7,2074,0.1,0.6,0.3,301
7,2074,0.1,0.6,0.3,-40.700424341377754,0,2087,0.8,0.1,0.1,302
0,2087,0.8,0.1,0.1,-39.88828134937561,7,2092,0.3,0.2,0.5,303
7,2092,0.3,0.2,0.5,-40.18025984287463,1,2103,0.0,0.1,0.9,304
1,2103,0.0,0.1,0.9,-40.47169414336806,1,2113,0.1,0.4,0.5,305
1,2113,0.1,0.4,0.5,-40.63665966201667,2,2123,0.1,0.8,0.1,306
2,2123,0.1,0.8,0.1,-40.71935939986754,1,2134,0.2,0.7,0.1,307
1,2134,0.2,0.7,0.1,-40.90614107099458,4,2149,0.0,0.6,0.4,308
4,2149,0.0,0.6,0.4,-40.95557520734282,1,2152,0.1,0.2,0.7,309
1,2152,0.1,0.2,0.7,-41.31829320587764,3,2162,0.4,0.4,0.2,310
3,2162,0.4,0.4,0.2,-41.39027373720388,3,2168,0.1,0.2,0.7,311
3,2168,0.1,0.2,0.7,-41.641862648472134,5,2176,0.4,0.0,0.6,312
5,2176,0.4,0.0,0.6,-42.00800208401005,3,2191,0.1,0.6,0.3,313
3,2191,0.1,0.6,0.3,-42.15643319036154,7,2202,0.7,0.1,0.2,314
7,2202,0.7,0.1,0.2,-42.366468266328766,4,2210,0.6,0.3,0.1,315
4,2210,0.6,0.3,0.1,-43.500993690211516,0,2216,0.1,0.1,0.8,316
0,2216,0.1,0.1,0.8,-42.804595343070126,2,2226,0.5,0.4,0.1,317
2,2226,0.5,0.4,0.1,-43.89725818271497,0,2233,0.2,0.3,0.5,318
0,2233,0.2,0.3,0.5,-44.12140611119203,0,2242,0.1,0.6,0.3,319
0,2242,0.1,0.6,0.3,-43.31850893050503,4,2254,0.0,0.4,0.6,320
4,2254,0.0,0.4,0.6,-43.43109997490584,7,2259,0.5,0.1,0.4,321
7,2259,0.5,0.1,0.4,-43.63645813525132,6,2269,0.2,0.5,0.3,322
6,2269,0.2,0.5,0.3,-43.89942866151706,7,2282,0.2,0.4,0.4,323
7,2282,0.2,0.4,0.4,-43.9656766008043,6,2286,0.5,0.4,0.1,324
6,2286,0.5,0.4,0.1,-44.02100672652535,2,2290,0.6,0.3,0.1,325
2,2290,0.6,0.3,0.1,-44.06744303369827,3,2292,0.3,0.2,0.5,326
3,2292,0.3,0.2,0.5,-44.30774979998572,6,2301,0.5,0.4,0.1,327
6,2301,0.5,0.4,0.1,-45.48344539161418,0,2311,0.1,0.5,0.4,328
0,2311,0.1,0.5,0.4,-44.695177107914446,6,2321,0.3,0.7,0.0,329
6,2321,0.3,0.7,0.0,-45.79387137585391,0,2332,0.5,0.4,0.1,330
0,2332,0.5,0.4,0.1,-44.86904672490391,6,2335,0.3,0.4,0.3,331
6,2335,0.3,0.4,0.3,-45.08671681556255,5,2345,0.2,0.2,0.6,332
5,2345,0.2,0.2,0.6,-45.24117562924669,7,2350,0.4,0.1,0.5,333
7,2350,0.4,0.1,0.5,-45.46865732451086,6,2360,0.2,0.3,0.5,334
6,2360,0.2,0.3,0.5,-45.582058727273406,5,2364,0.4,0.0,0.6,335
5,2364,0.4,0.0,0.6,-45.80917068952909,1,2374,0.8,0.0,0.2,336
1,2374,0.8,0.0,0.2,-46.042754945041736,4,2386,0.8,0.1,0.1,337
4,2386,0.8,0.1,0.1,-46.21282639559132,5,2394,0.6,-0.0,0.4,338
5,2394,0.6,-0.0,0.4,-46.362501131635405,5,2401,0.6,0.3,0.1,339
5,2401,0.6,0.3,0.1,-46.69277312031905,5,2416,0.7,0.1,0.2,340
5,2416,0.7,0.1,0.2,-46.862646389115866,5,2426,0.1,0.3,0.6,341
5,2426,0.1,0.3,0.6,-47.1422239252247,4,2436,0.3,0.5,0.2,342
4,2436,0.3,0.5,0.2,-47.306972685972454,2,2446,0.8,0.1,0.1,343
2,2446,0.8,0.1,0.1,-48.352670709112736,0,2451,0.6,0.4,0.0,344
0,2451,0.6,0.4,0.0,-47.6294430020216,2,2463,0.3,0.2,0.5,345
2,2463,0.3,0.2,0.5,-47.87222057200139,4,2474,0.3,0.6,0.1,346
4,2474,0.3,0.6,0.1,-47.95179436628137,3,2479,0.1,0.8,0.1,347
3,2479,0.1,0.8,0.1,-48.00788842261856,5,2486,0.9,0.1,-0.0,348
5,2486,0.9,0.1,-0.0,-48.17199973839237,3,2496,0.1,0.8,0.1,349
3,2496,0.1,0.8,0.1,-48.32300012100845,6,2504,0.2,0.1,0.7,350
6,2504,0.2,0.1,0.7,-48.49522525279837,5,2510,0.3,0.5,0.2,351
5,2510,0.3,0.5,0.2,-49.621514127470384,0,2518,0.5,0.2,0.3,352
0,2518,0.5,0.2,0.3,-48.75279756970818,6,2524,0.9,-0.0,0.1,353
6,2524,0.9,-0.0,0.1,-48.98119241613335,5,2535,0.0,0.2,0.8,354
5,2535,0.0,0.2,0.8,-50.38890246191983,0,2549,0.0,0.7,0.3,355
0,2549,0.0,0.7,0.3,-49.56612655436283,5,2560,0.1,0.5,0.4,356
5,2560,0.1,0.5,0.4,-49.71753746096921,6,2570,0.2,0.1,0.7,357
6,2570,0.2,0.1,0.7,-49.941568380773106,3,2580,0.7,0.0,0.3,358
3,2580,0.7,0.0,0.3,-50.21212659920531,1,2594,0.7,0.1,0.2,359
1,2594,0.7,0.1,0.2,-50.402204333213255,2,2603,0.2,0.2,0.6,360
2,2603,0.2,0.2,0.6,-50.62178628988112,5,2611,0.3,0.3,0.4,361
5,2611,0.3,0.3,0.4,-50.90196642698231,2,2625,0.8,0.0,0.2,362
2,2625,0.8,0.0,0.2,-51.00214476271249,3,2634,0.2,0.0,0.8,363
6,0,0.5,0.4,0.1,0.4115395601679885,6,0,0.2,0.8,-0.0,0
6,0,0.2,0.8,-0.0,0.5821365773588423,7,6,0.1,0.6,0.3,1
7,6,0.1,0.6,0.3,0.5850880687634155,3,6,0.2,0.1,0.7,2
3,6,0.2,0.1,0.7,0.4086167972748481,2,11,0.2,0.0,0.8,3
2,11,0.2,0.0,0.8,0.3325425429771347,2,24,0.4,0.3,0.3,4
2,24,0.4,0.3,0.3,0.4090653058702752,3,37,0.0,0.7,0.3,5
3,37,0.0,0.7,0.3,0.5452623230611289,5,44,0.4,0.2,0.4,6
5,44,0.4,0.2,0.4,0.4304910515725616,1,47,0.3,0.1,0.6,7
1,47,0.3,0.1,0.6,0.35801679727484814,1,52,0.5,0.1,0.4,8
1,52,0.5,0.1,0.4,0.3393167972748482,5,57,0.3,-0.0,0.7,9
5,57,0.3,-0.0,0.7,0.2524425429771347,3,68,0.3,0.3,0.4,10
3,68,0.3,0.3,0.4,-0.7178346941297249,0,73,0.5,0.2,0.3,11
0,73,0.5,0.2,0.3,0.26639105157256165,2,77,0.5,0.5,-0.0,12
2,77,0.5,0.5,-0.0,0.1526138144657021,7,89,0.6,0.1,0.3,13
7,89,0.6,0.1,0.3,-1.0442832027251518,0,95,0.2,0.6,0.2,14
0,95,0.2,0.6,0.2,-0.07701193123658451,3,100,0.7,0.0,0.3,15
3,100,0.7,0.0,0.3,-0.4129574570228653,1,113,0.1,0.3,0.6,16
1,113,0.1,0.3,0.6,-0.576134694129725,5,119,0.0,0.5,0.5,17
5,119,0.0,0.5,0.5,-0.6343861855342979,3,124,0.9,0.1,0.0,18
3,124,0.9,0.1,0.0,-0.7420832027251518,3,130,0.5,0.4,0.1,19
3,130,0.5,0.4,0.1,-0.9294604398320114,7,139,0.0,0.4,0.6,20
7,139,0.0,0.4,0.6,-2.2049604398320115,0,151,0.1,0.8,0.1,21
0,151,0.1,0.8,0.1,-1.2167634226411577,4,160,0.5,0.5,-0.0,22
4,160,0.5,0.5,-0.0,-1.344886185534298,7,168,0.1,0.6,0.3,23
7,168,0.1,0.6,0.3,-1.3229119312365845,5,169,0.1,0.0,0.9,24
5,169,0.1,0.0,0.9,-1.5623574570228653,5,172,0.4,0.6,0.0,25
5,172,0.4,0.6,0.0,-1.5892119312365844,3,183,0.4,0.2,0.4,26
3,183,0.4,0.2,0.4,-1.7355089484274386,7,185,0.1,0.7,0.2,27
7,185,0.1,0.7,0.2,-2.758837676938871,0,194,0.1,0.1,0.8,28
0,194,0.1,0.1,0.8,-1.9217832027251516,6,193,0.2,-0.0,0.8,29
6,193,0.2,-0.0,0.8,-2.202457457022865,1,204,0.4,0.4,0.2,30
1,204,0.4,0.4,0.2,-2.326360439832012,3,215,0.0,0.7,0.3,31
3,215,0.0,0.7,0.3,-2.462737676938871,6,227,0.0,0.4,0.6,32
6,227,0.0,0.4,0.6,-2.6749604398320117,3,235,0.2,0.0,0.8,33
3,235,0.2,0.0,0.8,-2.9374574570228655,2,242,0.8,0.1,0.1,34
2,242,0.8,0.1,0.1,-4.138483202725152,0,254,0.1,0.8,0.1,35
0,254,0.1,0.8,0.1,-3.119763422641158,5,261,0.1,0.2,0.7,36
5,261,0.1,0.2,0.7,-4.453208948427438,0,270,0.2,0.2,0.6,37
0,270,0.2,0.2,0.6,-3.5673089484274385,3,275,0.0,0.2,0.8,38
3,275,0.0,0.2,0.8,-3.8311089484274388,4,286,0.0,0.5,0.5,39
4,286,0.0,0.5,0.5,-3.9068861855342982,4,294,0.1,0.3,0.6,40
4,294,0.1,0.3,0.6,-4.019634694129725,5,298,0.5,0.2,0.3,41
5,298,0.5,0.2,0.3,-5.181608948427439,0,306,0.3,0.2,0.5,42
0,306,0.3,0.2,0.5,-4.445408948427438,7,317,0.1,0.1,0.8,43
7,317,0.1,0.1,0.8,-4.737283202725152,2,328,0.5,0.0,0.5,44
2,328,0.5,0.0,0.5,-4.937757457022865,6,337,0.3,0.1,0.6,45
6,337,0.3,0.1,0.6,-5.2309832027251515,6,349,0.2,0.3,0.5,46
6,349,0.2,0.3,0.5,-5.444234694129725,1,359,0.5,0.3,0.2,47
1,359,0.5,0.3,0.2,-5.501034694129725,7,363,0.2,0.4,0.4,48
7,363,0.2,0.4,0.4,-5.756160439832012,6,375,0.2,0.7,0.1,49
6,375,0.2,0.7,0.1,-5.717937676938871,1,378,0.1,0.2,0.7,50
1,378,0.1,0.2,0.7,-5.807208948427439,4,379,0.2,0.5,0.3,51
4,379,0.2,0.5,0.3,-5.984586185534297,1,391,0.3,0.5,0.2,52
1,391,0.3,0.5,0.2,-6.137186185534298,1,401,0.1,0.4,0.5,53
1,401,0.1,0.4,0.5,-6.273060439832012,2,407,0.9,0.1,0.0,54
2,407,0.9,0.1,0.0,-6.385583202725152,3,413,0.2,0.5,0.3,55
3,413,0.2,0.5,0.3,-6.567086185534298,7,422,0.1,0.4,0.5,56
7,422,0.1,0.4,0.5,-7.673060439832012,0,427,0.2,0.4,0.4,57
0,427,0.2,0.4,0.4,-6.7491604398320115,5,432,0.2,0.5,0.3,58
5,432,0.2,0.5,0.3,-6.959586185534298,2,445,0.8,0.1,0.1,59
2,445,0.8,0.1,0.1,-7.156983202725152,6,453,0.3,0.3,0.4,60
6,453,0.3,0.3,0.4,-7.410834694129725,3,464,0.0,0.7,0.3,61
3,464,0.0,0.7,0.3,-7.364737676938871,7,467,0.7,0.3,0.0,62
7,467,0.7,0.3,0.0,-7.486234694129725,5,473,0.0,0.3,0.7,63
5,473,0.0,0.3,0.7,-7.602034694129725,3,475,0.1,0.7,0.2,64
3,475,0.1,0.7,0.2,-7.598337676938872,2,483,0.5,0.1,0.4,65
2,483,0.5,0.1,0.4,-7.860683202725151,4,490,0.6,0.3,0.1,66
4,490,0.6,0.3,0.1,-8.023134694129725,7,500,0.7,0.2,0.1,67
7,500,0.7,0.2,0.1,-8.233808948427438,5,509,0.2,0.3,0.5,68
5,509,0.2,0.3,0.5,-8.395234694129725,3,515,0.4,0.2,0.4,69
3,515,0.4,0.2,0.4,-8.553508948427439,3,522,0.6,0.2,0.2,70
3,522,0.6,0.2,0.2,-8.797708948427438,2,534,0.8,0.1,0.1,71
2,534,0.8,0.1,0.1,-8.986483202725152,3,542,0.6,0.3,0.1,72
3,542,0.6,0.3,0.1,-9.279634694129724,2,556,0.3,0.0,0.7,73
2,556,0.3,0.0,0.7,-9.457557457022865,7,560,0.6,0.2,0.2,74
7,560,0.6,0.2,0.2,-9.60970894842744,2,568,0.1,0.1,0.8,75
2,568,0.1,0.1,0.8,-9.756783202725153,1,571,0.2,-0.0,0.8,76
1,571,0.2,-0.0,0.8,-10.072457457022866,7,585,0.7,0.2,0.1,77
7,585,0.7,0.2,0.1,-10.309899999999999,3,598,0.5,0.5,0.0,78
3,598,0.5,0.5,0.0,-11.3825,0,601,0.7,0.3,0.0,79
0,601,0.7,0.3,0.0,-10.473999999999998,1,607,0.1,0.4,0.5,80
1,607,0.1,0.4,0.5,-10.6875,4,615,0.1,0.6,0.3,81
4,615,0.1,0.6,0.3,-10.7777,4,622,0.1,0.0,0.9,82
4,622,0.1,0.0,0.9,-10.8891,6,626,0.1,0.2,0.7,83
6,626,0.1,0.2,0.7,-12.1893,0,639,0.2,0.1,0.7,84
0,639,0.2,0.1,0.7,-11.2693,7,644,0.2,0.4,0.4,85
7,644,0.2,0.4,0.4,-11.445599999999999,1,652,0.1,0.5,0.4,86
1,652,0.1,0.5,0.4,-11.5071,4,656,0.4,0.0,0.6,87
4,656,0.4,0.0,0.6,-11.599400000000001,5,662,0.6,0.1,0.3,88
5,662,0.6,0.1,0.3,-11.7897,2,672,0.2,0.4,0.4,89
2,672,0.2,0.4,0.4,-12.105599999999999,3,685,0.7,0.3,0.0,90
3,685,0.7,0.3,0.0,-13.2335,0,694,0.6,0.2,0.2,91
0,694,0.6,0.2,0.2,-12.4398,1,704,0.0,0.3,0.7,92
1,704,0.0,0.3,0.7,-12.789299999999999,5,718,0.9,0.0,0.1,93
5,718,0.9,0.0,0.1,-12.8899,4,729,0.3,0.3,0.4,94
4,729,0.3,0.3,0.4,-13.139600000000002,4,737,0.6,0.3,0.1,95
4,737,0.6,0.3,0.1,-13.149899999999999,1,739,0.3,0.5,0.2,96
1,739,0.3,0.5,0.2,-13.4223,3,752,0.2,0.1,0.7,97
3,752,0.2,0.1,0.7,-13.6493,5,763,0.0,0.4,0.6,98
5,763,0.0,0.4,0.6,-13.8454,2,771,0.5,0.1,0.4,99
2,771,0.5,0.1,0.4,-13.9596,5,780,0.5,0.3,0.2,100
5,780,0.5,0.3,0.2,-14.1598,6,789,0.1,0.5,0.4,101
6,789,0.1,0.5,0.4,-14.3421,5,797,0.4,0.5,0.1,102
5,797,0.4,0.5,0.1,-14.334900000000001,7,800,0.9,0.0,0.1,103
7,800,0.9,0.0,0.1,-14.369900000000001,1,803,0.1,0.6,0.3,104
1,803,0.1,0.6,0.3,-15.605699999999999,0,811,0.5,0.1,0.4,105
0,811,0.5,0.1,0.4,-14.7941,6,822,0.8,0.1,0.1,106
6,822,0.8,0.1,0.1,-15.8899,0,828,0.3,0.2,0.5,107
0,828,0.3,0.2,0.5,-15.109499999999999,6,836,0.2,0.8,0.0,108
6,836,0.2,0.8,0.0,-15.354,2,851,0.2,0.1,0.7,109
2,851,0.2,0.1,0.7,-16.410800000000002,0,853,0.4,0.0,0.6,110
0,853,0.4,0.0,0.6,-15.6394,2,864,0.3,0.2,0.5,111
2,864,0.3,0.2,0.5,-15.9095,6,876,0.4,0.2,0.4,112
6,876,0.4,0.2,0.4,-16.119600000000002,3,887,0.1,0.1,0.8,113
3,887,0.1,0.1,0.8,-16.3192,2,896,0.1,0.8,0.1,114
2,896,0.1,0.8,0.1,-16.4839,6,907,0.7,0.1,0.2,115
6,907,0.7,0.1,0.2,-16.6013,4,915,0.1,0.6,0.3,116
4,915,0.1,0.6,0.3,-16.849700000000002,2,926,0.4,0.4,0.2,117
2,926,0.4,0.4,0.2,-16.9408,5,933,0.3,0.1,0.6,118
5,933,0.3,0.1,0.6,-17.1044,1,939,0.5,0.0,0.5,119
1,939,0.5,0.0,0.5,-17.2895,3,947,0.2,0.7,0.1,120
3,947,0.2,0.7,0.1,-17.5564,2,960,0.3,-0.0,0.7,121
2,960,0.3,-0.0,0.7,-17.724300000000003,5,968,0.1,0.9,0.0,122
5,968,0.1,0.9,0.0,-17.869,6,978,0.5,0.0,0.5,123
6,978,0.5,0.0,0.5,-17.7895,1,974,0.3,0.4,0.3,124
1,974,0.3,0.4,0.3,-18.0997,1,988,0.0,0.8,0.2,125
1,988,0.0,0.8,0.2,-18.323800000000002,7,1003,0.1,0.4,0.5,126
7,1003,0.1,0.4,0.5,-19.4675,0,1011,0.2,0.8,-0.0,127
0,1011,0.2,0.8,-0.0,-18.4,7,1015,0.2,0.1,0.7,128
7,1015,0.2,0.1,0.7,-18.7878,5,1029,0.2,0.7,0.1,129
5,1029,0.2,0.7,0.1,-18.7759,5,1035,0.4,-0.0,0.6,130
5,1035,0.4,-0.0,0.6,-18.9294,7,1037,0.7,0.1,0.2,131
7,1037,0.7,0.1,0.2,-19.1113,2,1046,0.5,0.3,0.2,132
2,1046,0.5,0.3,0.2,-19.3108,4,1055,0.2,0.1,0.7,133
4,1055,0.2,0.1,0.7,-19.604799999999997,5,1066,0.9,0.1,-0.0,134
5,1066,0.9,0.1,-0.0,-19.774,3,1076,0.3,0.4,0.3,135
3,1076,0.3,0.4,0.3,-20.0117,6,1085,0.2,0.3,0.5,136
6,1085,0.2,0.3,0.5,-20.185000000000002,7,1093,0.6,0.0,0.4,137
7,1093,0.6,0.0,0.4,-20.404600000000002,6,1104,0.5,0.5,0.0,138
6,1104,0.5,0.5,0.0,-20.66,7,1116,0.0,0.6,0.4,139
7,1116,0.0,0.6,0.4,-20.671599999999998,7,1117,0.7,0.2,0.1,140
7,1117,0.7,0.2,0.1,-20.637900000000002,7,1118,0.4,0.3,0.3,141
7,1118,0.4,0.3,0.3,-20.7782,6,1123,0.3,0.5,0.2,142
6,1123,0.3,0.5,0.2,-20.8598,2,1128,0.3,0.1,0.6,143
2,1128,0.3,0.1,0.6,-20.9299,6,1130,0.5,0.3,0.2,144
6,1130,0.5,0.3,0.2,-21.1278,7,1140,0.2,0.2,0.6,145
7,1140,0.2,0.2,0.6,-21.2154,5,1142,0.2,0.6,0.2,146
5,1142,0.2,0.6,0.2,-22.2238,0,1144,0.4,0.5,0.1,147
0,1144,0.4,0.5,0.1,-21.1224,3,1142,0.4,-0.0,0.6,148
3,1142,0.4,-0.0,0.6,-21.4044,1,1154,0.6,0.1,0.3,149
1,1154,0.6,0.1,0.3,-21.6097,2,1163,0.9,0.0,0.1,150
2,1163,0.9,0.0,0.1,-22.6899,0,1169,0.0,0.7,0.3,151
0,1169,0.0,0.7,0.3,-21.8962,2,1176,0.1,0.8,0.1,152
2,1176,0.1,0.8,0.1,-21.904899999999998,4,1183,0.1,0.6,0.3,153
4,1183,0.1,0.6,0.3,-21.9657,6,1189,0.0,0.5,0.5,154
6,1189,0.0,0.5,0.5,-22.1245,1,1198,0.1,0.1,0.8,155
1,1198,0.1,0.1,0.8,-22.288700000000002,2,1203,0.5,0.3,0.2,156
2,1203,0.5,0.3,0.2,-22.4048,1,1211,0.4,0.1,0.5,157
1,1211,0.4,0.1,0.5,-22.703,1,1223,0.2,0.4,0.4,158
1,1223,0.2,0.4,0.4,-22.8846,5,1232,0.1,0.1,0.8,159
5,1232,0.1,0.1,0.8,-23.160200000000003,2,1243,0.5,0.1,0.4,160
2,1243,0.5,0.1,0.4,-23.3791,4,1254,0.6,0.3,0.1,161
4,1254,0.6,0.3,0.1,-23.544900000000002,2,1262,0.2,0.3,0.5,162
2,1262,0.2,0.3,0.5,-24.651,0,1265,0.3,0.4,0.3,163
0,1265,0.3,0.4,0.3,-24.8327,0,1275,0.2,0.5,0.3,164
0,1275,0.2,0.5,0.3,-24.029700000000002,1,1286,0.1,0.7,0.2,165
1,1286,0.1,0.7,0.2,-24.2303,4,1300,0.3,0.4,0.3,166
4,1300,0.3,0.4,0.3,-24.4267,2,1311,0.6,0.2,0.2,167
2,1311,0.6,0.2,0.2,-24.5898,6,1319,0.7,0.2,0.1,168
6,1319,0.7,0.2,0.1,-24.763900000000003,1,1327,0.7,-0.0,0.3,169
1,1327,0.7,-0.0,0.3,-24.8947,6,1331,0.3,0.6,0.1,170
6,1331,0.3,0.6,0.1,-25.1179,2,1342,0.2,0.2,0.6,171
2,1342,0.2,0.2,0.6,-25.169400000000003,4,1343,0.0,0.3,0.7,172
4,1343,0.0,0.3,0.7,-25.4783,7,1357,0.2,0.7,0.1,173
7,1357,0.2,0.7,0.1,-25.4574,2,1361,0.5,0.3,0.2,174
2,1361,0.5,0.3,0.2,-25.3238,7,1355,0.1,0.6,0.3,175
7,1355,0.1,0.6,0.3,-25.5137,4,1366,0.3,0.2,0.5,176
4,1366,0.3,0.2,0.5,-25.6815,2,1373,0.1,0.6,0.3,177
2,1373,0.1,0.6,0.3,-25.7617,6,1380,0.0,0.8,0.2,178
6,1380,0.0,0.8,0.2,-25.7298,7,1385,0.3,0.3,0.4,179
7,1385,0.3,0.3,0.4,-25.8011,7,1386,0.1,0.9,-0.0,180
7,1386,0.1,0.9,-0.0,-25.653,5,1390,0.3,0.2,0.5,181
5,1390,0.3,0.2,0.5,-25.6375,6,1381,0.2,0.1,0.7,182
6,1381,0.2,0.1,0.7,-25.8468,2,1388,0.4,0.4,0.2,183
2,1388,0.4,0.4,0.2,-25.9008,1,1395,0.0,0.1,0.9,184
1,1395,0.0,0.1,0.9,-26.154100000000003,1,1401,0.4,0.6,-0.0,185
1,1401,0.4,0.6,-0.0,-26.236,7,1414,0.1,0.3,0.6,186
7,1414,0.1,0.3,0.6,-26.568900000000003,6,1426,0.3,0.3,0.4,187
6,1426,0.3,0.3,0.4,-26.6156,6,1429,0.1,0.4,0.5,188
6,1429,0.1,0.4,0.5,-26.7635,7,1437,0.4,0.3,0.3,189
7,1437,0.4,0.3,0.3,-26.7992,2,1439,0.3,0.7,0.0,190
2,1439,0.3,0.7,0.0,-26.701999999999998,1,1442,0.3,0.7,0.0,191
1,1442,0.3,0.7,0.0,-26.788500000000003,2,1451,0.9,0.0,0.1,192
2,1451,0.9,0.0,0.1,-27.184900000000003,4,1461,0.2,0.8,-0.0,193
4,1461,0.2,0.8,-0.0,-27.133,2,1471,0.2,0.6,0.2,194
2,1471,0.2,0.6,0.2,-27.171799999999998,5,1473,0.1,0.1,0.8,195
5,1473,0.1,0.1,0.8,-27.557199999999998,5,1481,0.9,0.0,0.1,196
5,1481,0.9,0.0,0.1,-27.7599,6,1491,0.2,0.5,0.3,197
6,1491,0.2,0.5,0.3,-28.8172,0,1499,0.2,0.1,0.7,198
0,1499,0.2,0.1,0.7,-28.0133,5,1501,0.2,0.5,0.3,199
5,1501,0.2,0.5,0.3,-28.1322,7,1514,0.4,0.2,0.4,200
7,1514,0.4,0.2,0.4,-28.3416,4,1520,0.2,0.2,0.6,201
4,1520,0.2,0.2,0.6,-28.4854,1,1525,0.5,0.2,0.3,202
1,1525,0.5,0.2,0.3,-28.659699999999997,2,1534,0.0,0.7,0.3,203
2,1534,0.0,0.7,0.3,-29.8037,0,1549,0.1,0.1,0.8,204
0,1549,0.1,0.1,0.8,-29.119699999999998,4,1555,0.8,0.2,-0.0,205
4,1555,0.8,0.2,-0.0,-29.21,7,1563,0.2,0.5,0.3,206
7,1563,0.2,0.5,0.3,-29.3447,3,1572,0.4,0.5,0.1,207
3,1572,0.4,0.5,0.1,-30.327399999999997,0,1574,0.2,0.2,0.6,208
0,1574,0.2,0.2,0.6,-29.5934,5,1581,0.6,0.2,0.2,209
5,1581,0.6,0.2,0.2,-29.7978,3,1592,0.4,0.4,0.2,210
3,1592,0.4,0.4,0.2,-29.8968,2,1599,0.2,0.2,0.6,211
2,1599,0.2,0.2,0.6,-30.209400000000002,2,1610,0.2,0.7,0.1,212
2,1610,0.2,0.7,0.1,-30.2039,4,1620,0.8,0.2,-0.0,213
4,1620,0.8,0.2,-0.0,-30.488,2,1629,0.0,0.1,0.9,214
2,1629,0.0,0.1,0.9,-30.711599999999997,5,1633,0.0,0.5,0.5,215
5,1633,0.0,0.5,0.5,-30.8045,2,1644,0.5,0.4,0.1,216
2,1644,0.5,0.4,0.1,-30.8459,5,1648,0.4,0.3,0.3,217
5,1648,0.4,0.3,0.3,-31.068199999999997,4,1657,0.1,0.8,0.1,218
4,1657,0.1,0.8,0.1,-31.9049,0,1660,0.3,0.4,0.3,219
0,1660,0.3,0.4,0.3,-31.1207,6,1666,0.0,0.5,0.5,220
6,1666,0.0,0.5,0.5,-31.279500000000002,4,1676,0.2,0.4,0.4,221
4,1676,0.2,0.4,0.4,-31.381600000000002,7,1681,0.1,0.1,0.8,222
7,1681,0.1,0.1,0.8,-31.6407,4,1686,0.5,0.4,0.1,223
4,1686,0.5,0.4,0.1,-31.6669,5,1695,0.5,-0.0,0.5,224
5,1695,0.5,-0.0,0.5,-31.974500000000003,2,1701,0.2,0.1,0.7,225
2,1701,0.2,0.1,0.7,-32.2133,1,1711,0.2,0.7,0.1,226
1,1711,0.2,0.7,0.1,-32.2244,5,1724,0.1,0.3,0.6,227
5,1724,0.1,0.3,0.6,-32.4264,6,1727,0.4,0.1,0.5,228
6,1727,0.4,0.1,0.5,-32.657000000000004,4,1735,0.4,0.3,0.3,229
4,1735,0.4,0.3,0.3,-32.808699999999995,7,1745,0.7,0.1,0.2,230
7,1745,0.7,0.1,0.2,-32.9913,6,1751,0.6,0.2,0.2,231
6,1751,0.6,0.2,0.2,-33.1818,2,1760,0.7,0.2,0.1,232
2,1760,0.7,0.2,0.1,-34.2559,0,1763,0.5,0.3,0.2,233
0,1763,0.5,0.3,0.2,-33.5028,2,1775,0.3,0.5,0.2,234
2,1775,0.3,0.5,0.2,-33.6273,3,1784,0.7,0.3,0.0,235
3,1784,0.7,0.3,0.0,-33.757000000000005,3,1790,0.1,0.2,0.7,236
3,1790,0.1,0.2,0.7,-33.9813,3,1796,0.1,0.8,0.1,237
3,1796,0.1,0.8,0.1,-33.9819,5,1808,0.7,0.3,0.0,238
5,1808,0.7,0.3,0.0,-34.1785,4,1814,0.1,0.1,0.8,239
