o_assignment_grade,o_free_time,o_num_assignments,a_submit,a_rest,a_work,r,op_assignment_grade,op_free_time,op_num_assignments,ap_submit,ap_rest,ap_work,day
,1,1,True,,,0.010000000000000009,94.07053140868753,3,1,False,0.3,0.7,6
76.28364662668326,4,0,False,0.4,0.6,0.15674552672813308,,2,1,True,,,6
,3,2,True,,,0.010000000000000002,100.0,3,2,False,0.2,0.8,6
98.94658998763585,7,0,False,1.0,0.0,0.02716998232223755,,7,1,False,0.2,0.8,6
,7,0,False,0.5,0.5,0.2938638216454873,,6,1,False,0.5,0.5,6
,5,1,True,,,0.010000000000000009,84.11400779305643,7,1,False,0.8,0.2,6
49.464726966899995,4,1,False,0.5,0.5,-0.43821027597574047,,7,2,False,0.0,1.0,6
,7,2,False,0.8,0.2,0.30373286270789107,,0,3,False,0.6,0.4,6
,1,2,False,0.5,0.5,0.8582443965577506,,7,3,False,1.0,0.0,6
,7,1,True,,,0.010000000000000009,82.93871521362055,3,1,False,0.1,0.9,6
,5,2,True,,,0.010000000000000009,90.01567474887433,2,2,False,0.6,0.4,6
99.46383172659073,0,0,False,0.5,0.5,-0.09616509324748024,49.13607504203092,7,1,True,,,6
96.88027343588777,5,0,False,0.3,0.7,-0.1497428173878229,,3,1,True,,,6
100.0,2,0,False,0.4,0.6,0.2284512450500895,84.75694147956581,0,1,False,0.0,1.0,6
,5,0,False,0.7,0.3,0.5096958979333583,,2,1,False,0.1,0.9,6
,4,1,False,0.2,0.8,-0.12595690121655423,,0,2,False,0.4,0.6,6
,6,2,False,0.5,0.5,-0.07162208119103447,,6,3,False,0.5,0.5,6
99.95490270663913,5,0,False,0.3,0.7,0.06648290539943336,,6,1,True,,,6
,4,2,False,0.1,0.9,0.27760246648503273,,2,3,True,,,6
,2,0,False,0.1,0.9,0.2042808840658097,,4,1,True,,,6
,0,0,False,0.6,0.4,-0.06705397400864843,,3,1,False,0.1,0.9,6
,1,2,False,0.6,0.4,0.12916103944214397,,3,2,True,,,7
,3,1,False,0.7,0.3,0.20709952232659032,,2,1,True,,,7
97.54960910295473,3,1,True,,,0.006764805545334873,91.04428113398161,7,0,False,0.3,0.7,7
,5,2,True,,,0.0,89.97325764342287,4,1,True,,,7
,6,1,False,0.5,0.5,-0.015328791656709195,,3,1,True,,,7
,5,1,False,0.8,0.2,-0.09942637588827063,,6,1,False,0.3,0.7,7
,4,1,False,0.1,0.9,0.44963467488084446,,0,1,True,,,7
,6,3,False,0.7,0.3,0.2794526650875902,,5,3,False,0.3,0.7,7
,4,1,False,0.7,0.3,0.608978123351284,,3,1,False,0.1,0.9,7
,7,2,True,,,0.0,100.0,3,1,False,0.2,0.8,7
,1,3,True,,,0.010000000000000009,87.75339643672149,0,2,False,0.7,0.3,7
92.43352741485089,0,1,False,0.9,0.1,0.5920870124527857,,6,1,False,0.4,0.6,7
,6,2,False,0.2,0.8,-0.11719906170893551,,4,2,True,,,7
,4,2,False,0.4,0.6,0.43223968227575416,,5,2,False,0.4,0.6,7
94.07053140868753,3,1,False,0.3,0.7,0.22433668517846794,,6,1,False,0.5,0.5,7
,2,1,True,,,0.010000000000000002,98.25973865507073,3,0,False,0.8,0.2,7
100.0,3,2,False,0.2,0.8,0.35440581846853797,,2,2,False,0.2,0.8,7
,7,1,False,0.2,0.8,0.2872046994342867,,6,1,False,0.3,0.7,7
,6,1,False,0.5,0.5,-0.45438891728548736,,4,1,False,0.1,0.9,7
84.11400779305643,7,1,False,0.8,0.2,0.4033515216319055,,2,1,False,0.2,0.8,7
,7,2,False,0.0,1.0,0.7353719823087553,,2,2,False,0.2,0.8,7
,0,3,False,0.6,0.4,0.1924381592835649,,0,3,False,0.6,0.4,7
,7,3,False,1.0,0.0,0.405443798384072,,7,3,False,0.1,0.9,7
82.93871521362055,3,1,False,0.1,0.9,0.19147176151493928,,6,1,False,0.8,0.2,7
90.01567474887433,2,2,False,0.6,0.4,0.3583177655831531,,0,2,False,0.8,0.2,7
49.13607504203092,7,1,True,,,0.010000000000000009,90.87656861554643,3,0,False,0.2,0.8,7
,3,1,True,,,0.010000000000000009,96.94604721401562,2,0,False,0.8,0.2,7
84.75694147956581,0,1,False,0.0,1.0,0.7090419411841546,,3,1,False,0.9,0.1,7
,2,1,False,0.1,0.9,0.6917022503601429,,0,1,False,0.1,0.9,7
,0,2,False,0.4,0.6,0.2950634557032038,,1,2,False,0.2,0.8,7
,6,3,False,0.5,0.5,-0.07347355036389147,,6,3,False,0.8,0.2,7
,6,1,True,,,0.010000000000000009,97.76132903245309,0,0,False,0.1,0.9,7
,2,3,True,,,0.010000000000000009,67.96075375599452,5,2,True,,,7
,4,1,True,,,0.0,89.76601873696802,4,0,False,0.8,0.2,7
,3,1,False,0.1,0.9,0.2575392499949392,,5,1,False,0.2,0.8,7
,3,2,True,,,0.010000000000000009,97.23513369475766,7,1,False,0.9,0.1,8
,2,1,True,,,0.0,96.65591304530152,4,0,False,0.1,0.9,8
91.04428113398161,7,0,False,0.3,0.7,0.5176009989366428,,6,0,False,0.5,0.5,8
89.97325764342287,4,1,True,,,0.0,98.96716543844573,0,0,False,0.3,0.7,8
,3,1,True,,,0.010000000000000009,83.90757821914872,1,0,False,1.0,0.0,8
,6,1,False,0.3,0.7,0.3051095694627548,,5,1,False,0.7,0.3,8
,0,1,True,,,0.010000000000000009,95.43933762914875,5,0,False,0.2,0.8,8
,5,3,False,0.3,0.7,0.6519273398394915,,6,3,True,,,8
,3,1,False,0.1,0.9,0.4951560780730209,,3,1,False,1.0,0.0,8
100.0,3,1,False,0.2,0.8,0.11782272174471187,,1,1,False,0.9,0.1,8
87.75339643672149,0,2,False,0.7,0.3,0.2183394353970557,,2,2,True,,,8
,6,1,False,0.4,0.6,0.4050401829576723,,0,1,False,0.3,0.7,8
,4,2,True,,,0.010000000000000009,91.19645714999751,1,1,False,0.1,0.9,8
,5,2,False,0.4,0.6,0.09517914886766377,,5,2,False,0.2,0.8,8
,6,1,False,0.5,0.5,0.3869482049715566,,0,1,False,0.5,0.5,8
98.25973865507073,3,0,False,0.8,0.2,-0.429062434861423,,4,0,False,0.9,0.1,8
,2,2,False,0.2,0.8,0.049580461665905906,,3,2,False,0.2,0.8,8
,6,1,False,0.3,0.7,0.4729703554541014,,3,1,False,0.0,1.0,8
,4,1,False,0.1,0.9,0.2839134187472074,,2,1,False,1.0,0.0,8
,2,1,False,0.2,0.8,0.1085045690505026,,1,1,True,,,8
,2,2,False,0.2,0.8,0.8551329496455295,,1,2,True,,,8
,0,3,False,0.6,0.4,0.0089970902139076,,1,3,False,0.4,0.6,8
,7,3,False,0.1,0.9,0.2572811064614025,,5,3,False,0.5,0.5,8
,6,1,False,0.8,0.2,0.30292698116312916,,7,1,True,,,8
,0,2,False,0.8,0.2,-0.371959775136093,,0,2,False,0.1,0.9,8
90.87656861554643,3,0,False,0.2,0.8,0.3152033694711712,,1,0,False,0.9,0.1,8
96.94604721401562,2,0,False,0.8,0.2,-0.1891906411574899,,4,0,False,0.5,0.5,8
,3,1,False,0.9,0.1,-0.3460567661057274,,6,1,False,0.1,0.9,8
,0,1,False,0.1,0.9,0.04567414733100372,,1,1,False,0.0,1.0,8
,1,2,False,0.2,0.8,0.988789658023382,,7,2,False,0.1,0.9,8
,6,3,False,0.8,0.2,-0.3796826976354595,,5,3,False,1.0,0.0,8
97.76132903245309,0,0,False,0.1,0.9,0.4553095852674759,33.01368891816636,2,0,False,0.9,0.1,8
67.96075375599452,5,2,True,,,0.010000000000000009,98.26828848027156,5,1,False,0.8,0.2,8
89.76601873696802,4,0,False,0.8,0.2,0.11535653514207911,,1,0,False,0.3,0.7,8
,5,1,False,0.2,0.8,-0.2573454788247829,88.22869271142477,4,1,False,0.2,0.8,8
97.23513369475766,7,1,False,0.9,0.1,0.3625789379023915,,5,2,False,0.4,0.6,9
96.65591304530152,4,0,False,0.1,0.9,0.48960938408548993,,2,1,False,0.3,0.7,9
,6,0,False,0.5,0.5,0.12920452287390793,,0,1,False,0.6,0.4,9
98.96716543844573,0,0,False,0.3,0.7,0.021901796881807045,,5,1,True,,,9
83.90757821914872,1,0,False,1.0,0.0,-0.2319977046630235,,2,1,False,1.0,0.0,9
,5,1,False,0.7,0.3,0.1470634376222815,,7,2,False,1.0,0.0,9
95.43933762914875,5,0,False,0.2,0.8,0.41298619964244626,,6,1,True,,,9
,6,3,True,,,0.010000000000000002,94.13030233659524,7,3,False,0.0,1.0,9
,3,1,False,1.0,0.0,0.1154138900799132,,5,2,False,0.6,0.4,9
,1,1,False,0.9,0.1,-0.05871345857224425,,0,2,False,1.0,0.0,9
,2,2,True,,,0.010000000000000009,92.33551170828888,0,2,True,,,9
,0,1,False,0.3,0.7,0.5056672859705673,,0,2,False,0.5,0.5,9
91.19645714999751,1,1,False,0.1,0.9,0.4902839853294821,,4,2,False,0.2,0.8,9
,5,2,False,0.2,0.8,-0.06919918871857256,,3,3,True,,,9
,0,1,False,0.5,0.5,0.0635978862281884,,4,2,False,0.5,0.5,9
,4,0,False,0.9,0.1,-0.19416980197387468,,3,1,False,0.8,0.2,9
,3,2,False,0.2,0.8,0.34763089243409856,,4,3,False,0.3,0.7,9
,3,1,False,0.0,1.0,0.3462933054827131,,4,2,False,0.7,0.3,9
,2,1,False,1.0,0.0,0.3034951309638194,51.438683690619214,5,2,True,,,9
,1,1,True,,,0.0,99.90270938291687,4,1,False,0.2,0.8,9
,1,2,True,,,0.010000000000000009,91.59333125797852,5,2,False,0.4,0.6,9
,1,3,False,0.4,0.6,0.3044006989876089,,2,4,False,0.5,0.5,9
,5,3,False,0.5,0.5,0.25989282318272783,,6,4,False,0.0,1.0,9
,7,1,True,,,0.010000000000000009,96.50808855582952,0,1,True,,,9
,0,2,False,0.1,0.9,0.17648804315958833,,2,3,True,,,9
,1,0,False,0.9,0.1,0.10435586365743899,,1,1,False,0.9,0.1,9
,4,0,False,0.5,0.5,0.13411026685985122,,2,1,False,0.0,1.0,9
,6,1,False,0.1,0.9,-0.32136987053190225,,6,2,False,0.1,0.9,9
,1,1,False,0.0,1.0,0.3113042311593246,,3,2,False,0.4,0.6,9
,7,2,False,0.1,0.9,0.03735390901446656,99.82407186024675,4,3,False,0.0,1.0,9
,5,3,False,1.0,0.0,0.6566298011507528,,0,4,False,0.9,0.1,9
33.01368891816636,2,0,False,0.9,0.1,-0.21642333757715976,,1,1,True,,,9
98.26828848027156,5,1,False,0.8,0.2,0.34888238354742374,,1,2,True,,,9
,1,0,False,0.3,0.7,0.07757686649977735,,7,1,True,,,9
88.22869271142477,4,1,False,0.2,0.8,-0.2864252141632017,,4,2,False,1.0,0.0,9
,5,2,False,0.4,0.6,0.47448984849735015,,3,2,False,0.6,0.4,10
,2,1,False,0.3,0.7,-0.05325770737801766,66.93322794104935,0,1,False,0.4,0.6,10
,0,1,False,0.6,0.4,0.18579547712609246,65.41653287656915,0,1,False,0.4,0.6,10
,5,1,True,,,0.010000000000000009,100.0,2,0,False,0.8,0.2,10
,2,1,False,1.0,0.0,-0.1763071132370015,80.33762016707176,1,1,True,,,10
,7,2,False,1.0,0.0,-0.09073893441585104,55.70032601987934,4,2,True,,,10
,6,1,True,,,0.010000000000000009,63.56968484059493,1,0,False,0.0,1.0,10
94.13030233659524,7,3,False,0.0,1.0,0.5508213203760484,,5,3,True,,,10
,5,2,False,0.6,0.4,0.07142811336221055,,4,2,False,0.3,0.7,10
,0,2,False,1.0,0.0,0.12701654568169768,58.6363564733442,0,2,False,0.7,0.3,10
92.33551170828888,0,2,True,,,0.010000000000000009,88.0390909149817,0,1,False,0.9,0.1,10
,0,2,False,0.5,0.5,-0.1123739933918188,,7,2,False,0.1,0.9,10
,4,2,False,0.2,0.8,0.2559497227566411,,2,2,False,0.8,0.2,10
,3,3,True,,,0.010000000000000009,92.40352098384017,5,2,False,0.4,0.6,10
,4,2,False,0.5,0.5,-0.14685607292760372,,5,2,False,0.5,0.5,10
,3,1,False,0.8,0.2,0.0604688567319307,,5,1,True,,,10
,4,3,False,0.3,0.7,-0.6597113248380573,,3,3,True,,,10
,4,2,False,0.7,0.3,0.1892938385410049,,0,2,True,,,10
51.438683690619214,5,2,True,,,0.010000000000000009,95.89700618358243,5,1,True,,,10
99.90270938291687,4,1,False,0.2,0.8,0.012736481038466196,,5,1,False,0.1,0.9,10
91.59333125797852,5,2,False,0.4,0.6,0.043982555627865794,,4,2,False,0.4,0.6,10
,2,4,False,0.5,0.5,0.2388551623467028,,2,4,False,0.8,0.2,10
,6,4,False,0.0,1.0,0.44764604882100645,,5,4,False,0.4,0.6,10
96.50808855582952,0,1,True,,,0.010000000000000009,84.85365213137335,5,0,False,0.5,0.5,10
,2,3,True,,,0.0,97.50072403269378,5,2,True,,,10
,1,1,False,0.9,0.1,0.1540278629744959,,6,1,True,,,10
,2,1,False,0.0,1.0,0.22238958390542596,,4,1,False,0.3,0.7,10
,6,2,False,0.1,0.9,0.2564357282233185,,4,2,False,0.0,1.0,10
,3,2,False,0.4,0.6,-0.0467370665612126,,3,2,True,,,10
99.82407186024675,4,3,False,0.0,1.0,0.09902901335745612,,1,3,False,0.1,0.9,10
,0,4,False,0.9,0.1,0.17463406958748517,,0,4,True,,,10
,1,1,True,,,0.010000000000000009,98.48698440463008,5,0,False,0.9,0.1,10
,1,2,True,,,0.010000000000000009,86.94281332563705,4,1,False,0.1,0.9,10
,7,1,True,,,0.010000000000000009,99.15132488179108,4,0,False,0.3,0.7,10
,4,2,False,1.0,0.0,0.2032203289087388,,1,2,False,0.2,0.8,10
,3,2,False,0.6,0.4,0.37398627076083085,,7,2,False,0.5,0.5,11
66.93322794104935,0,1,False,0.4,0.6,0.2755090374188487,,6,1,False,0.2,0.8,11
65.41653287656915,0,1,False,0.4,0.6,-0.2063808487303158,,2,1,False,0.4,0.6,11
100.0,2,0,False,0.8,0.2,-0.10102282652802652,,4,0,False,0.5,0.5,11
80.33762016707176,1,1,True,,,0.009999999999999995,83.41684067887822,2,0,False,0.7,0.3,11
55.70032601987934,4,2,True,,,0.010000000000000009,96.84822882820083,3,1,False,0.2,0.8,11
63.56968484059493,1,0,False,0.0,1.0,0.36235296363162284,,0,0,False,0.1,0.9,11
,5,3,True,,,0.010000000000000009,87.18993199034087,2,2,False,0.8,0.2,11
,4,2,False,0.3,0.7,-0.14644760023269554,,0,2,False,0.6,0.4,11
58.6363564733442,0,2,False,0.7,0.3,-0.2937399829607275,,5,2,True,,,11
88.0390909149817,0,1,False,0.9,0.1,0.26138458725675073,,6,1,True,,,11
,7,2,False,0.1,0.9,0.2069635849095245,,7,2,False,0.5,0.5,11
,2,2,False,0.8,0.2,0.2718580618432086,,3,2,False,0.8,0.2,11
92.40352098384017,5,2,False,0.4,0.6,0.39677879860039156,,7,2,False,0.0,1.0,11
,5,2,False,0.5,0.5,-0.26668077880123914,,7,2,False,0.7,0.3,11
,5,1,True,,,0.010000000000000009,99.54665522300301,0,0,False,0.5,0.5,11
,3,3,True,,,0.010000000000000009,98.39175037453654,3,2,False,0.2,0.8,11
,0,2,True,,,0.010000000000000009,98.23546504154707,6,1,True,,,11
95.89700618358243,5,1,True,,,0.010000000000000009,94.7741607076443,6,0,False,0.4,0.6,11
,5,1,False,0.1,0.9,0.3611053632180514,,6,1,False,0.6,0.4,11
,4,2,False,0.4,0.6,-0.10297686697177771,,2,2,False,1.0,0.0,11
,2,4,False,0.8,0.2,0.0795571105925097,,5,4,True,,,11
,5,4,False,0.4,0.6,0.5891473759999072,,0,4,False,0.5,0.5,11
84.85365213137335,5,0,False,0.5,0.5,0.3857336471766849,,5,0,False,0.5,0.5,11
97.50072403269378,5,2,True,,,0.0,95.37786832516386,3,1,False,0.6,0.4,11
,6,1,True,,,0.010000000000000009,89.82475897529496,3,0,False,0.7,0.3,11
,4,1,False,0.3,0.7,0.3837456987389908,,7,1,True,,,11
,4,2,False,0.0,1.0,0.0027296896225550427,,7,2,True,,,11
,3,2,True,,,0.010000000000000009,96.26739145401801,1,1,False,0.8,0.2,11
,1,3,False,0.1,0.9,0.3016605452765224,,1,3,False,0.7,0.3,11
,0,4,True,,,0.010000000000000009,87.99323177718172,1,3,False,0.1,0.9,11
98.48698440463008,5,0,False,0.9,0.1,-0.2779538217099419,,4,0,False,0.7,0.3,11
86.94281332563705,4,1,False,0.1,0.9,0.31275474972027195,,1,1,False,0.8,0.2,11
99.15132488179108,4,0,False,0.3,0.7,0.3810954975148413,,7,0,False,0.8,0.2,11
,1,2,False,0.2,0.8,-0.05992984253681899,,4,2,False,0.6,0.4,11
,7,2,False,0.5,0.5,-0.13380672621256023,,7,3,False,0.4,0.6,12
,6,1,False,0.2,0.8,0.10973713769692034,,5,2,True,,,12
,2,1,False,0.4,0.6,-0.17431991820564346,,7,2,False,0.1,0.9,12
,4,0,False,0.5,0.5,0.0994235864558935,,2,1,True,,,12
83.41684067887822,2,0,False,0.7,0.3,0.2716547213945935,,4,1,False,0.2,0.8,12
96.84822882820083,3,1,False,0.2,0.8,0.2668130785027694,,7,2,False,0.2,0.8,12
,0,0,False,0.1,0.9,0.5425487570000259,,2,1,False,0.4,0.6,12
87.18993199034087,2,2,False,0.8,0.2,0.025722700452307956,,6,3,True,,,12
,0,2,False,0.6,0.4,-0.16642959705525961,,5,3,False,0.3,0.7,12
,5,2,True,,,0.0,88.17885128409134,6,2,False,0.5,0.5,12
,6,1,True,,,0.010000000000000009,96.50482702826807,7,1,False,0.5,0.5,12
,7,2,False,0.5,0.5,1.0283667139184471,,5,3,False,0.8,0.2,12
,3,2,False,0.8,0.2,0.32953290720590434,,3,3,False,0.6,0.4,12
,7,2,False,0.0,1.0,-0.6317189482199801,,1,3,False,0.2,0.8,12
,7,2,False,0.7,0.3,0.3369516982727077,,1,3,False,0.1,0.9,12
99.54665522300301,0,0,False,0.5,0.5,0.38526156461802386,,0,1,False,0.5,0.5,12
98.39175037453654,3,2,False,0.2,0.8,0.4075401007570685,,6,3,False,0.1,0.9,12
98.23546504154707,6,1,True,,,0.010000000000000009,98.17079118862175,1,1,False,0.5,0.5,12
94.7741607076443,6,0,False,0.4,0.6,-0.01718891896969721,,0,1,False,0.5,0.5,12
,6,1,False,0.6,0.4,0.14749444278529766,,3,2,False,0.7,0.3,12
,2,2,False,1.0,0.0,0.26765118853403025,,3,3,False,1.0,0.0,12
,5,4,True,,,0.0,93.55994499622182,2,4,True,,,12
,0,4,False,0.5,0.5,0.11047419941686676,,6,5,True,,,12
,5,0,False,0.5,0.5,-0.19919405990534106,,7,1,False,0.7,0.3,12
95.37786832516386,3,1,False,0.6,0.4,-0.09455065570578214,,0,2,True,,,12
89.82475897529496,3,0,False,0.7,0.3,-0.004027862974495755,,4,1,False,0.8,0.2,12
,7,1,True,,,0.009999999999999995,97.56904268947551,1,1,False,1.0,0.0,12
,7,2,True,,,0.010000000000000009,89.73802779300226,1,2,True,,,12
96.26739145401801,1,1,False,0.8,0.2,0.28809136988386896,,5,2,True,,,12
,1,3,False,0.7,0.3,0.11424991007627228,,2,4,False,0.1,0.9,12
87.99323177718172,1,3,False,0.1,0.9,0.3514102961901981,,0,4,False,0.7,0.3,12
,4,0,False,0.7,0.3,0.36635063680948554,,2,1,True,,,12
,1,1,False,0.8,0.2,0.08950848047926574,,2,2,False,0.6,0.4,12
,7,0,False,0.8,0.2,-0.12472774847900991,,5,1,False,0.1,0.9,12
,4,2,False,0.6,0.4,-0.018341925203779696,,6,3,True,,,12
,7,3,False,0.4,0.6,0.1463035032254375,,3,3,False,0.5,0.5,13
,5,2,True,,,0.010000000000000009,93.04002573561762,7,1,False,0.8,0.2,13
,7,2,False,0.1,0.9,0.3915856417610371,,3,2,False,1.0,0.0,13
,2,1,True,,,0.0,99.41160745199413,2,0,False,0.3,0.7,13
,4,1,False,0.2,0.8,0.41203406657863856,,2,1,False,0.5,0.5,13
,7,2,False,0.2,0.8,0.41252416369886097,,2,2,True,,,13
,2,1,False,0.4,0.6,0.4649946255271138,32.42452723615768,6,1,False,0.5,0.5,13
,6,3,True,,,0.010000000000000009,91.26820660032072,2,2,True,,,13
,5,3,False,0.3,0.7,0.30091779456583223,71.20824454441522,7,3,False,1.0,0.0,13
88.17885128409134,6,2,False,0.5,0.5,0.5535753559502414,,4,2,True,,,13
96.50482702826807,7,1,False,0.5,0.5,0.3199527468768528,,0,1,False,1.0,0.0,13
,5,3,False,0.8,0.2,-0.3100062687021094,,2,3,False,0.7,0.3,13
,3,3,False,0.6,0.4,-0.1829436786709583,85.80850457752744,5,3,False,0.7,0.3,13
,1,3,False,0.2,0.8,0.6631073002471765,,2,3,False,0.3,0.7,13
,1,3,False,0.1,0.9,0.4974594084048417,,1,3,True,,,13
,0,1,False,0.5,0.5,-0.3454123269048589,54.578804231120515,3,1,False,1.0,0.0,13
,6,3,False,0.1,0.9,0.09202374887582365,,0,3,True,,,13
98.17079118862175,1,1,False,0.5,0.5,-0.056846751884922275,,4,1,False,0.5,0.5,13
,0,1,False,0.5,0.5,0.16182415029065067,38.19352608618196,1,1,True,,,13
,3,2,False,0.7,0.3,-0.12583694718133315,100.0,1,2,False,1.0,0.0,13
,3,3,False,1.0,0.0,-0.14780834862761663,,5,3,True,,,13
93.55994499622182,2,4,True,,,0.0,96.79789926416673,5,3,False,0.4,0.6,13
,6,5,True,,,0.010000000000000009,98.46237651890245,6,4,False,0.7,0.3,13
,7,1,False,0.7,0.3,-0.1973497593720921,,4,1,False,0.1,0.9,13
,0,2,True,,,0.010000000000000009,100.0,0,1,True,,,13
,4,1,False,0.8,0.2,0.014365956055168994,,7,1,True,,,13
97.56904268947551,1,1,False,1.0,0.0,0.5815502568176931,84.88542114703759,0,1,False,0.8,0.2,13
89.73802779300226,1,2,True,,,0.010000000000000009,96.11832364663383,4,1,True,,,13
,5,2,True,,,0.010000000000000009,54.931992958395526,6,1,False,0.8,0.2,13
,2,4,False,0.1,0.9,-0.42116074129373704,,4,4,False,0.6,0.4,13
,0,4,False,0.7,0.3,-0.187798767482994,,1,4,False,0.4,0.6,13
,2,1,True,,,0.010000000000000009,97.99473092570022,1,0,False,0.3,0.7,13
,2,2,False,0.6,0.4,-0.14230334657717014,,4,2,False,0.3,0.7,13
,5,1,False,0.1,0.9,0.17119458741058113,75.24757440167404,7,1,True,,,13
,6,3,True,,,0.010000000000000009,84.02385031586202,0,2,False,0.0,1.0,13
,3,3,False,0.5,0.5,-0.03790683041697057,,6,3,False,0.3,0.7,14
93.04002573561762,7,1,False,0.8,0.2,0.5001588239697314,,0,1,False,0.5,0.5,14
,3,2,False,1.0,0.0,-0.022632964618729934,,4,2,True,,,14
99.41160745199413,2,0,False,0.3,0.7,0.26452332994213823,,4,0,False,0.7,0.3,14
,2,1,False,0.5,0.5,-0.577397201039926,,1,1,False,0.1,0.9,14
,2,2,True,,,0.010000000000000009,92.27430180216741,3,1,False,0.3,0.7,14
32.42452723615768,6,1,False,0.5,0.5,0.5679541540342148,,5,1,False,0.1,0.9,14
91.26820660032072,2,2,True,,,0.010000000000000009,94.79926478423504,0,1,True,,,14
71.20824454441522,7,3,False,1.0,0.0,0.17637515112062666,,1,3,False,0.2,0.8,14
,4,2,True,,,0.0,99.50806293266659,6,1,False,0.4,0.6,14
,0,1,False,1.0,0.0,0.4995616463530482,,0,1,True,,,14
,2,3,False,0.7,0.3,0.7046499583157991,,7,3,False,0.5,0.5,14
85.80850457752744,5,3,False,0.7,0.3,-0.24136125910527484,,7,3,False,0.1,0.9,14
,2,3,False,0.3,0.7,-0.21991567298968523,,4,3,False,0.8,0.2,14
,1,3,True,,,0.0,89.73842388518342,5,2,True,,,14
54.578804231120515,3,1,False,1.0,0.0,0.3785958456526114,,2,1,False,0.3,0.7,14
,0,3,True,,,0.010000000000000009,100.0,1,2,True,,,14
,4,1,False,0.5,0.5,-0.049636634129848645,90.94541284875422,6,1,False,0.2,0.8,14
38.19352608618196,1,1,True,,,0.010000000000000009,100.0,1,0,False,0.6,0.4,14
100.0,1,2,False,1.0,0.0,0.23010727449273521,,4,2,True,,,14
,5,3,True,,,0.009999999999999995,98.10088658351698,3,2,True,,,14
96.79789926416673,5,3,False,0.4,0.6,0.24823538239304443,,6,3,True,,,14
98.46237651890245,6,4,False,0.7,0.3,0.011899399588970239,,7,4,False,0.6,0.4,14
,4,1,False,0.1,0.9,-0.13162083359503668,,7,1,False,0.4,0.6,14
100.0,0,1,True,,,0.010000000000000009,94.90454689554656,6,0,False,0.4,0.6,14
,7,1,True,,,0.010000000000000009,63.18123264646816,2,0,False,0.4,0.6,14
84.88542114703759,0,1,False,0.8,0.2,-0.09089201350196907,48.23057875147484,5,1,True,,,14
96.11832364663383,4,1,True,,,0.010000000000000009,63.80209908400303,1,0,False,0.7,0.3,14
54.931992958395526,6,1,False,0.8,0.2,0.45920175461025214,,7,1,True,,,14
,4,4,False,0.6,0.4,0.6769251995731751,,2,4,True,,,14
,1,4,False,0.4,0.6,0.11064400681512743,,3,4,False,0.4,0.6,14
97.99473092570022,1,0,False,0.3,0.7,-0.08760813915149362,,0,0,False,0.1,0.9,14
,4,2,False,0.3,0.7,-0.01353809419455232,,2,2,False,0.3,0.7,14
75.24757440167404,7,1,True,,,0.010000000000000009,97.11641552212993,4,0,False,0.4,0.6,14
84.02385031586202,0,2,False,0.0,1.0,0.3834928513150176,,2,2,False,0.1,0.9,14
,6,3,False,0.3,0.7,0.5883445842527298,,7,4,False,0.0,1.0,15
,0,1,False,0.5,0.5,-0.12206425627035372,,2,2,True,,,15
,4,2,True,,,0.010000000000000009,69.56169048100638,0,2,False,0.4,0.6,15
,4,0,False,0.7,0.3,0.3780151351288318,,1,1,True,,,15
,1,1,False,0.1,0.9,0.4304385543093785,,7,2,False,0.7,0.3,15
92.27430180216741,3,1,False,0.3,0.7,0.4461641904561189,,2,2,False,0.7,0.3,15
,5,1,False,0.1,0.9,0.20125276134864062,,5,2,False,0.6,0.4,15
94.79926478423504,0,1,True,,,0.010000000000000009,100.0,7,1,False,0.6,0.4,15
,1,3,False,0.2,0.8,0.11712962134830213,,7,4,False,0.1,0.9,15
99.50806293266659,6,1,False,0.4,0.6,-0.033574574484155795,,2,2,False,0.6,0.4,15
,0,1,True,,,0.01,88.67443241140685,1,1,False,0.4,0.6,15
,7,3,False,0.5,0.5,0.14801183660047612,,7,4,False,0.7,0.3,15
,7,3,False,0.1,0.9,-0.2698125606187818,,2,4,False,0.2,0.8,15
,4,3,False,0.8,0.2,-0.06026575093677966,,7,4,False,0.2,0.8,15
89.73842388518342,5,2,True,,,0.0,99.5784428377855,2,2,False,0.9,0.1,15
,2,1,False,0.3,0.7,0.002741732881497927,,3,2,False,0.5,0.5,15
100.0,1,2,True,,,0.010000000000000009,94.94838590679458,2,2,False,0.9,0.1,15
90.94541284875422,6,1,False,0.2,0.8,0.640671896207463,,1,2,False,0.0,1.0,15
100.0,1,0,False,0.6,0.4,0.43736000621099635,,2,1,False,0.3,0.7,15
,4,2,True,,,0.010000000000000009,98.43099211657245,0,2,True,,,15
98.10088658351698,3,2,True,,,0.009999999999999995,97.80782126620889,0,2,True,,,15
,6,3,True,,,0.010000000000000009,86.9271421250566,5,3,False,0.7,0.3,15
,7,4,False,0.6,0.4,0.043184991812079965,,3,5,False,0.1,0.9,15
,7,1,False,0.4,0.6,0.5758297023349592,,2,2,True,,,15
94.90454689554656,6,0,False,0.4,0.6,0.31825131601074164,,2,1,False,0.0,1.0,15
63.18123264646816,2,0,False,0.4,0.6,0.26824005449107446,,2,1,True,,,15
48.23057875147484,5,1,True,,,0.010000000000000009,92.04284756326078,7,1,False,0.4,0.6,15
63.80209908400303,1,0,False,0.7,0.3,-0.45845258002032463,,4,1,False,0.7,0.3,15
,7,1,True,,,0.010000000000000009,90.97210100244786,3,1,False,0.0,1.0,15
